"id_log","id_user","lng","lat","accuracy","log_time"
"3173108","65","-5.9660234000000001","54.615129600000003","3.9000000953674001","2016-02-25 11:10:06"
"3173109","65","-5.9660295000000003","54.615150100000001","3.9000000953674001","2016-02-25 11:10:10"
"3173110","65","-5.9659848000000002","54.615156499999998","3.9000000953674001","2016-02-25 11:10:14"
"3173111","65","-5.9659084","54.615167499999998","3.9000000953674001","2016-02-25 11:10:18"
"3173112","65","-5.9658961000000001","54.615175100000002","3.9000000953674001","2016-02-25 11:10:22"
"3173113","65","-5.9658860000000002","54.615186299999998","3.9000000953674001","2016-02-25 11:10:26"
"3173114","65","-5.9658822000000002","54.615190699999999","3.9000000953674001","2016-02-25 11:10:30"
"3173115","65","-5.9658854000000003","54.615193300000001","3.9000000953674001","2016-02-25 11:10:35"
"3173116","65","-5.9658854000000003","54.615193499999997","3.9000000953674001","2016-02-25 11:10:39"
"3173117","65","-5.9658859","54.615193499999997","3.9000000953674001","2016-02-25 11:10:43"
"3173118","65","-5.9658863000000002","54.615193400000003","3.9000000953674001","2016-02-25 11:10:47"
"3173119","65","-5.9658740999999997","54.615183799999997","3.9000000953674001","2016-02-25 11:10:52"
"3173120","65","-5.9658708000000003","54.6151689","3.9000000953674001","2016-02-25 11:10:56"
"3173121","65","-5.965865","54.615153599999999","3.9000000953674001","2016-02-25 11:11:00"
"3173122","65","-5.9658847000000002","54.615135700000003","3.9000000953674001","2016-02-25 11:11:04"
"3173123","65","-5.9659193000000004","54.615107600000002","3.9000000953674001","2016-02-25 11:11:08"
"3173124","65","-5.9659408999999997","54.615090100000003","3.9000000953674001","2016-02-25 11:11:12"
"3173125","65","-5.9659677000000002","54.615088999999998","3.9000000953674001","2016-02-25 11:11:16"
"3173126","65","-5.9659936","54.615099499999999","3.9000000953674001","2016-02-25 11:11:20"
"3173127","65","-5.9660593999999998","54.615105800000002","3.9000000953674001","2016-02-25 11:11:24"
"3173128","65","-5.9661274999999998","54.615126799999999","3.9000000953674001","2016-02-25 11:11:28"
"3173129","65","-5.9661884000000001","54.615137599999997","3.9000000953674001","2016-02-25 11:11:33"
"3173130","65","-5.9662483000000002","54.615155799999997","3.9000000953674001","2016-02-25 11:11:37"
"3173131","65","-5.9662845999999998","54.615186600000001","3.9000000953674001","2016-02-25 11:11:41"
"3173132","65","-5.9660280999999999","54.614856000000003","23.481000900268999","2016-02-25 11:11:45"
"3173133","65","-5.9663252","54.615247500000002","3.9000000953674001","2016-02-25 11:11:49"
"3173134","65","-5.9663326000000003","54.615277900000002","3.9000000953674001","2016-02-25 11:11:53"
"3173135","65","-5.9663418999999998","54.615316499999999","3.9000000953674001","2016-02-25 11:11:57"
"3173136","65","-5.9663655999999996","54.615351099999998","3.9000000953674001","2016-02-25 11:12:01"
"3173137","65","-5.9663841","54.615369899999997","3.9000000953674001","2016-02-25 11:12:05"
"3173138","65","-5.9663956000000002","54.6154036","3.9000000953674001","2016-02-25 11:12:09"
"3173139","65","-5.9664183","54.615435900000001","3.9000000953674001","2016-02-25 11:12:13"
"3173140","65","-5.9664368000000003","54.615473899999998","3.9000000953674001","2016-02-25 11:12:17"
"3173141","65","-5.9664656999999997","54.615517599999997","3.9000000953674001","2016-02-25 11:12:21"
"3173142","65","-5.9664872000000004","54.615567300000002","3.9000000953674001","2016-02-25 11:12:25"
"3173143","65","-5.9664568999999998","54.6156218","3.9000000953674001","2016-02-25 11:12:30"
"3173144","65","-5.9664602000000002","54.615659700000002","3.9000000953674001","2016-02-25 11:12:34"
